finding_window,subgroup,trajectory_window,observed_claims,expected_claims,q_hat,is_finding_window,thin_occupancy_window
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q1,51,41.1,1.241,False,False
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q2,153,41.84,3.656,False,False
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q3,117,42.68,2.741,False,False
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q4,104,34.99,2.972,False,False
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q1,328,59.71,5.493,True,False
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q2,268,53.51,5.008,False,False
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q3,280,73.41,3.814,False,False
2024-Q1,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'New England', 'West North Central', 'West South Central']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Mechanical Failure (NC-M)', 'Non-catastrophe - Weather (NC-W)', 'Other Perils - Coastal Flood (CF)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q4,161,55.18,2.918,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q1,4,4.81,0.832,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q2,25,6.74,3.709,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q3,4,3.46,1.158,False,True
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q4,6,3.01,1.99,False,True
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q1,26,7.52,3.458,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q2,123,7.66,16.067,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q3,84,7.81,10.759,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q4,58,6.4,9.06,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q1,154,10.92,14.097,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q2,128,9.79,13.075,False,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q3,206,13.43,15.338,True,False
2024-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Middle Atlantic', 'Mountain', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Weather (NC-W)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Severe Thunderstorm (ST)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q4,245,10.09,24.271,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2022-Q1,0,0.33,0.0,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2022-Q2,0,0.46,0.0,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2022-Q3,0,0.24,0.0,False,True
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2022-Q4,0,0.21,0.0,False,True
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2023-Q1,0,0.52,0.0,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2023-Q2,1,0.53,1.894,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2023-Q3,7,0.54,12.998,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2023-Q4,1,0.44,2.265,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2024-Q1,0,0.75,0.0,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2024-Q2,5,0.68,7.405,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2024-Q3,69,0.93,74.483,False,False
2024-Q4,group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Pacific']; new_renewal=['New']; peril_type=['Severe Storm - Severe Thunderstorm (ST)']; placing_basis_group=['OPEN MARKET - DIRECT']; risk_code=['P2']; syndicate=[1618.0],2024-Q4,178,0.7,255.656,True,False
